Region,Country,Location,StationID,Date,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
Asia,China,Anhui Hefei,583210,12-02-2020,11,17.8,2.9,1016.6,83,0,9.5,10.4,18,21.9,,,,o
Asia,China,Anhui Hefei,583210,13-02-2020,13.7,19,3.4,1012.2,86,0,9.8,13.9,21.7,29.4,,,,
Asia,China,Anhui Hefei,583210,14-02-2020,11.3,18.7,3,1016.5,96,0.76,7.4,18.9,39.6,57.6,o,,o,
Asia,China,Anhui Hefei,583210,15-02-2020,-0.8,2.1,-3.3,1029.6,99,19.3,5.5,19.3,35.9,54.3,o,o,,
Asia,China,Anhui Hefei,583210,16-02-2020,0.8,5,-4.6,1031,69,0,13.4,11.1,21.7,35.2,,,,
Asia,China,Anhui Hefei,583210,17-02-2020,3.3,9.3,-3.5,1032.8,60,0,14.3,10,21.7,33.9,,,,
Asia,China,Anhui Hefei,583210,18-02-2020,7.5,12.8,-3.4,1028.4,45,0,14.3,10.4,18,24.1,,,,
Asia,China,Anhui Hefei,583210,19-02-2020,7.6,14.5,-0.9,1025.4,61,0,12.2,7.6,18,-,,,,
Asia,China,Anhui Hefei,583210,20-02-2020,11,17.8,-0.4,1028,51,0,12.7,10.9,21.7,32.8,,,,
Asia,China,Anhui Hefei,583210,21-02-2020,8.7,17.8,1.9,1029.5,73,0,9.8,10.6,25.2,33.5,o,,,
Asia,China,Anhui Hefei,583210,22-02-2020,10.8,17,1.1,1030.7,43,0,11.4,8.9,15.2,27.4,,o,,
Asia,China,Anhui Hefei,583210,23-02-2020,14.8,19,2.9,1021.5,51,0,11.6,15.4,25.2,27.4,,,,
Asia,China,Anhui Hefei,583210,24-02-2020,19.5,25.3,8.2,1013.4,66,0.51,10.9,14.1,32.4,38.9,o,,,
Asia,China,Anhui Hefei,583210,25-02-2020,10.9,25.3,9,1019.8,96,3.05,3.5,13,21.9,29.8,o,,,
Asia,China,Anhui Hefei,583210,26-02-2020,9.3,12.5,5,1026.7,79,0,9.2,16.1,25.2,34.8,,,,
Asia,China,Anhui Hefei,583210,27-02-2020,8.2,11.2,4.6,1022.8,85,1.52,7.6,12.4,25.2,34.3,o,,,
Asia,China,Anhui Hefei,583210,28-02-2020,6,10.3,5.3,1018.8,99,12.95,5,9.1,18,29.8,o,,,
Asia,China,Anhui Hefei,583210,29-02-2020,8.3,10,5.5,1018,97,2.29,5.5,5.4,7.2,-,o,,,
Asia,China,Anhui Huoshan,583140,01-01-2020,4.8,8.8,-2.3,1029.6,73,1.27,7.7,3.5,7.2,-,o,,,
Asia,China,Anhui Huoshan,583140,02-01-2020,6.6,8.8,1.1,1029.7,83,0,4.2,3.1,3.9,-,,,,
Asia,China,Anhui Huoshan,583140,03-01-2020,7.1,8.2,5,1028.1,91,1.02,1.9,3.5,5.4,-,o,,,o
Asia,China,Anhui Huoshan,583140,04-01-2020,8.4,9.9,6.3,1025.7,95,0.76,2.6,5.4,9.6,19.8,o,,,o
Asia,China,Anhui Huoshan,583140,05-01-2020,9,9.9,7.1,1021.1,97,0.51,1.3,3.1,3.5,19.8,o,,,o
Asia,China,Anhui Huoshan,583140,06-01-2020,6.1,9.7,4.2,1020.1,94,13.72,9.8,6.7,13.3,32.4,o,,,
Asia,China,Anhui Huoshan,583140,07-01-2020,4,8.1,1.2,1024.9,84,7.87,11.1,10,25.2,50.7,o,,,
Asia,China,Anhui Huoshan,583140,08-01-2020,3.1,7.1,0.1,1028.6,84,7.62,5,4.4,10.4,19.1,o,,,o
Asia,China,Anhui Huoshan,583140,09-01-2020,1.8,7,0.7,1025.6,96,5.08,2.7,4.6,7.6,19.1,,o,,o
Asia,China,Anhui Huoshan,583140,10-01-2020,2.6,3.3,0.9,1024.5,96,7.11,3.9,5,7.2,-,o,,,o
Asia,China,Anhui Huoshan,583140,11-01-2020,2.9,4.1,-0.1,1025.4,94,1.78,3.5,3.1,5.4,-,o,,,o
Asia,China,Anhui Huoshan,583140,12-01-2020,3.6,8.9,-0.8,1024.5,81,0,2.9,5.2,7.2,-,,,,o
Asia,China,Anhui Huoshan,583140,13-01-2020,6.3,9.9,-0.8,1025,73,0,5.8,4.6,7.2,-,o,,,
Asia,China,Anhui Huoshan,583140,14-01-2020,2.9,9.9,-0.4,1028.7,68,0,4.2,5.6,10.4,18.7,,,,
Asia,China,Anhui Huoshan,583140,15-01-2020,1.3,8.3,-0.4,1027.2,92,6.6,2.1,4.1,7.2,-,o,o,,
Asia,China,Anhui Huoshan,583140,16-01-2020,1.8,2.4,0.9,1029.6,95,1.02,3.2,5.9,7.6,-,o,o,,
Asia,China,Anhui Huoshan,583140,17-01-2020,2.3,4.6,-0.3,1028.8,90,0,4,3.1,3.5,-,,,,o
Asia,China,Anhui Huoshan,583140,18-01-2020,2.6,5.5,-0.3,1026.3,85,0,5.5,3,3.5,-,,,,
Asia,China,Anhui Huoshan,583140,19-01-2020,4.8,13.4,-0.5,1025.4,66,0,6.1,5.7,14.8,26.3,,,,
Asia,China,Anhui Huoshan,583140,20-01-2020,5.3,14.4,-0.9,1026.1,63,0,6.9,4.8,11.9,18.3,,,,
Asia,China,Anhui Huoshan,583140,21-01-2020,4.6,14.4,-0.7,1023.1,92,1.02,2.6,2.6,3.5,-,o,,,
Asia,China,Anhui Huoshan,583140,22-01-2020,5.6,6.4,1.3,1023.6,97,9.91,1.6,3,3.5,-,o,,,
Asia,China,Anhui Huoshan,583140,23-01-2020,6.9,7.5,4.6,1026.5,97,6.6,1.3,3.1,4.3,-,o,,,o
Asia,China,Anhui Huoshan,583140,24-01-2020,5.9,7.5,4.5,1030.4,97,11.18,1.6,5.9,10.7,-,o,,,
Asia,China,Anhui Huoshan,583140,25-01-2020,4,6.6,2.2,1029.4,94,9.65,5,4.4,7.2,-,o,,,
Asia,China,Anhui Huoshan,583140,26-01-2020,1.1,4.9,0.8,1026.8,97,16.51,2.9,4.3,6.5,-,o,o,,
Asia,China,Anhui Huoshan,583140,27-01-2020,2.6,3.5,0.8,1025.3,92,0.25,5.5,4.1,7.2,-,o,o,,
Asia,China,Anhui Huoshan,583140,28-01-2020,2.9,7.6,-0.4,1025.9,77,0,7.1,6.3,11.5,20.2,,,,
Asia,China,Anhui Huoshan,583140,29-01-2020,5.4,11.9,-0.8,1025.5,70,0,7.2,5.4,10.7,24.1,,,,
Asia,China,Anhui Huoshan,583140,30-01-2020,3.5,11.9,-1.8,1026.7,76,0,3.4,3.5,5.4,-,,,,
Asia,China,Anhui Huoshan,583140,31-01-2020,4.9,14.8,-2.3,1025.5,63,0,8,4.3,8.3,-,,,,
Asia,China,Anhui Huoshan,583140,01-02-2020,8.5,16,-1.4,1024.8,58,0,10.9,4.6,10.7,20.9,,,,
Asia,China,Anhui Huoshan,583140,02-02-2020,8.1,16,-0.2,1025.9,69,0,10.1,3.3,6.1,-,,,,
Asia,China,Anhui Huoshan,583140,03-02-2020,6.5,14.8,0.7,1026.8,72,0,5.8,4.4,12.6,19.8,,,,
Asia,China,Anhui Huoshan,583140,04-02-2020,8.6,17.3,0.1,1025,58,0,10.8,5.2,9.4,19.4,,,,
Asia,China,Anhui Huoshan,583140,05-02-2020,8.2,17.3,0.5,1027.5,69,0,8.4,10.4,18,32,,,,
Asia,China,Anhui Huoshan,583140,06-02-2020,3.7,14.2,1.5,1028.6,94,19.05,4.2,4.6,7.6,23.7,o,,,
Asia,China,Anhui Huoshan,583140,07-02-2020,5.4,6.7,3.2,1031.2,91,0,8.5,3.1,3.9,-,o,,,
Asia,China,Anhui Huoshan,583140,08-02-2020,5.6,8.8,0.6,1033.2,83,0,9.7,2.8,3.9,-,,,,
Asia,China,Anhui Huoshan,583140,09-02-2020,7.7,17.1,0,1028,65,0,13.4,3.3,3.9,-,,,,
Asia,China,Anhui Huoshan,583140,10-02-2020,10.1,17.1,1.6,1021.7,69,0,17.5,4.3,10.7,19.8,o,,,
Asia,China,Anhui Huoshan,583140,11-02-2020,10.4,16.6,4.4,1018.7,75,0,18.5,5.9,9.1,20.2,,,,
Asia,China,Anhui Huoshan,583140,12-02-2020,11.3,21.4,3.9,1016.7,72,0,14.6,4.8,11.1,19.1,,,,
Asia,China,Anhui Huoshan,583140,13-02-2020,15.5,24.4,4.4,1012,68,0,19.2,4.6,7.2,-,,,,
Asia,China,Anhui Huoshan,583140,14-02-2020,12.7,24.4,5.3,1018.2,86,1.78,10,10.4,18,45,o,,,
Asia,China,Anhui Huoshan,583140,15-02-2020,1.4,5,-0.3,1031.4,91,21.08,6.4,7,14.4,45,o,o,,
Asia,China,Anhui Huoshan,583140,16-02-2020,1.1,7.1,-3.3,1032.3,67,1.78,23.8,5.4,11.1,24.8,,,,
Asia,China,Anhui Huoshan,583140,17-02-2020,4.3,11.5,-3.3,1033.6,52,0,25.3,6.5,14.4,35.2,,,,
Asia,China,Anhui Huoshan,583140,18-02-2020,7.1,15.6,-1.9,1028.3,52,0,21.6,4.4,11.1,20.9,,,,
Asia,China,Anhui Huoshan,583140,19-02-2020,8.2,16.6,-0.2,1025.9,52,0,23,3.7,11.9,20.9,,,,
Asia,China,Anhui Huoshan,583140,20-02-2020,10.5,20,0.4,1028.1,55,0,20.6,7,18,35.9,,,,
Asia,China,Anhui Huoshan,583140,21-02-2020,8.9,20,3.1,1030.9,77,0.25,13.5,3.1,3.5,-,o,,,
Asia,China,Anhui Huoshan,583140,22-02-2020,10.5,18.7,2.9,1031,63,0,12.6,4.6,10.7,21.7,,,,
Asia,China,Anhui Huoshan,583140,23-02-2020,14.9,23.1,4.5,1021.3,58,0,15,4.3,7.2,-,,,,
Asia,China,Anhui Huoshan,583140,24-02-2020,20.6,27,8.3,1013.9,59,0.51,15.6,6.1,11.1,35.6,o,,,
Asia,China,Anhui Huoshan,583140,25-02-2020,13.1,27,10.7,1020.6,86,2.79,2.7,5.4,9.6,19.1,o,,,
Asia,China,Anhui Huoshan,583140,26-02-2020,10.3,15.5,9.5,1027.1,85,3.05,6.8,6.5,13.3,25.9,o,,,
Asia,China,Anhui Huoshan,583140,27-02-2020,7.8,11.1,7.2,1023.3,91,0.76,2.9,7,14.4,25.9,o,,,
Asia,China,Anhui Huoshan,583140,28-02-2020,6.3,8.4,5.7,1019.7,95,13.46,6.3,3.3,3.9,21.3,o,,,
Asia,China,Anhui Huoshan,583140,29-02-2020,9.9,12.2,5.7,1018.5,84,1.02,10.8,3.5,5.4,-,,,,
Asia,China,Beijing Beijing,545110,01-01-2020,-6.5,0.6,-11.9,-,44,0,10.3,6.1,10.7,25.2,,,,
Asia,China,Beijing Beijing,545110,02-01-2020,-2.7,4.2,-10.4,-,45,0,10,7.4,14.4,32.4,,,,
Asia,China,Beijing Beijing,545110,03-01-2020,-1.4,7.7,-8,-,49,0,9.7,5.7,14.4,-,,,,
Asia,China,Beijing Beijing,545110,04-01-2020,0.2,10,-8,-,45,0,9.8,6.7,18,23,,,,
Asia,China,Beijing Beijing,545110,05-01-2020,0,9.6,-6,-,-,4.83,6.3,5,7.2,-,,o,,o
Asia,China,Beijing Beijing,545110,06-01-2020,0.5,3.5,-3.7,-,70,0.25,7.9,10.9,21.7,28.7,,,,
Asia,China,Beijing Beijing,545110,07-01-2020,0,3.5,-6,-,-,0,10.8,20,32.4,40,,,,
Asia,China,Beijing Beijing,545110,08-01-2020,-2,5.8,-7,-,48,0,10.8,8,18,31.3,,,,
Asia,China,Beijing Beijing,545110,09-01-2020,-3,5.8,-8,-,56,0,10.1,6.5,18,-,,,,
Asia,China,Beijing Beijing,545110,10-01-2020,0.5,6.6,-6.3,-,35,0,9.8,20.2,28.7,50.4,,,,
Asia,China,Beijing Beijing,545110,11-01-2020,-2.7,6.6,-7,-,44,0,10.9,9.1,18,45,,,,
Asia,China,Beijing Beijing,545110,12-01-2020,-3.6,2.4,-10,-,43,0,10.5,10,25.2,37,,,,
Asia,China,Beijing Beijing,545110,13-01-2020,-3.3,2.4,-9,-,34,0,10.8,17.6,25.2,43.2,,,,
Asia,China,Beijing Beijing,545110,14-01-2020,-5.9,1.1,-12,-,45,0,10.8,7,14.4,25.2,,,,
Asia,China,Beijing Beijing,545110,15-01-2020,-3.2,2,-10,-,45,0,10.1,8.5,18,-,,,,
Asia,China,Beijing Beijing,545110,16-01-2020,-3.9,2.3,-10,-,47,0,10.8,5.6,18,22.6,,,,
Asia,China,Beijing Beijing,545110,17-01-2020,-3.2,4,-10,-,52,0,9.7,5.2,10.7,-,,,,
Asia,China,Beijing Beijing,545110,18-01-2020,-3.2,3.2,-10,-,63,0,6.3,7,19.1,46.1,,,,o
Asia,China,Beijing Beijing,545110,19-01-2020,1.7,6,-9,-,28,0,10,15.9,32.4,42.4,,,,
Asia,China,Beijing Beijing,545110,20-01-2020,-1.8,6.2,-10,-,34,0,10.8,8.3,28.7,39.6,,,,
Asia,China,Beijing Beijing,545110,21-01-2020,-2.3,6.2,-9,-,52,0,10,5.9,14.4,-,,,,
Asia,China,Beijing Beijing,545110,22-01-2020,-2.3,6.1,-8,-,54,0,10,6.1,18,-,,,,
Asia,China,Beijing Beijing,545110,23-01-2020,0.1,9,-8,-,47,0,8.9,8,21.7,24.4,,,,
Asia,China,Beijing Beijing,545110,24-01-2020,-2.7,8.7,-9,-,46,0,9,6.9,18,22.2,,,,
Asia,China,Beijing Beijing,545110,25-01-2020,-2.4,6,-11,-,58,0,7.4,7.4,18,25.2,,,,
Asia,China,Beijing Beijing,545110,26-01-2020,-2,5,-10,-,63,0,4.8,4.6,10.7,-,,,,
Asia,China,Beijing Beijing,545110,27-01-2020,-0.1,6,-5.5,-,55,0,6.8,4.8,10.7,-,,,,
Asia,China,Beijing Beijing,545110,28-01-2020,0.6,7,-4.2,-,58,0,4.2,4.4,10.7,-,,,,
Asia,China,Beijing Beijing,545110,29-01-2020,-0.3,9,-9,-,52,0,9.3,5.4,14.4,21.9,,,,
Asia,China,Beijing Beijing,545110,30-01-2020,-1.1,8.4,-9,-,51,0,9.8,6.7,14.4,24.8,,,,
Asia,China,Beijing Beijing,545110,31-01-2020,2.3,10,-9,-,33,0,9.7,11.5,25.2,33.5,,,,
Asia,China,Beijing Beijing,545110,01-02-2020,1.6,8.9,-5.5,-,35,1.02,9,9.8,18,29.1,,o,,
Asia,China,Beijing Beijing,545110,02-02-2020,-2.8,4.8,-12,-,54,0.25,7.9,10.4,28.7,44.6,,o,,
Asia,China,Beijing Beijing,545110,03-02-2020,-2.6,3.6,-11,-,44,0,10.8,11.5,25.2,35.9,,,,
Asia,China,Beijing Beijing,545110,04-02-2020,-4.1,3.6,-11,-,31,0,10.8,9.8,25.2,38.5,,,,
Asia,China,Beijing Beijing,545110,05-02-2020,-6,2.7,-8.8,-,79,2.79,6,9.6,14.4,24.8,,o,,
Asia,China,Beijing Beijing,545110,06-02-2020,-5.9,-3.6,-8.2,-,81,1.27,6.1,6.7,10.7,18,,o,,
Asia,China,Beijing Beijing,545110,07-02-2020,-4.4,2,-10,-,71,0,7.6,5.9,14.4,-,,,,
Asia,China,Beijing Beijing,545110,08-02-2020,-0.6,7.5,-9,-,55,0,8.9,5.4,14.4,21.3,,,,
Asia,China,Beijing Beijing,545110,09-02-2020,-0.5,9,-7,-,69,0,5.6,4.3,10.7,-,,,,
Asia,China,Beijing Beijing,545110,10-02-2020,1.8,12.7,-5,-,63,0,5.5,5,10.7,-,,,,
Asia,China,Beijing Beijing,545110,11-02-2020,2.1,12.7,-4.2,-,73,0,2.9,4.8,10.7,21.7,,,,
Asia,China,Beijing Beijing,545110,12-02-2020,2.8,12,-4,-,75,0,2.7,4.4,10.7,-,,,,o
Asia,China,Beijing Beijing,545110,13-02-2020,5.6,11.8,-2,-,88,4.32,2.1,7,28.7,51.1,o,o,,o
Asia,China,Beijing Beijing,545110,14-02-2020,-1.4,8.7,-5,-,70,25.15,7.6,22,39.6,75.6,o,o,,
Asia,China,Beijing Beijing,545110,15-02-2020,-3.1,0.4,-5,-,39,0,10.8,29.8,46.9,64.8,,,,
Asia,China,Beijing Beijing,545110,16-02-2020,-0.1,4,-5,-,35,0,10.8,21.7,39.6,51.9,,,,
Asia,China,Beijing Beijing,545110,17-02-2020,0.6,10,-6,-,48,0,10.8,8.5,28.7,46.9,,,,
Asia,China,Beijing Beijing,545110,18-02-2020,2.8,11,-4.3,-,51,0,10.5,6.7,14.4,-,,,,
Asia,China,Beijing Beijing,545110,19-02-2020,2.8,10.2,-3,-,63,0,8.2,5.6,14.4,23.3,,,,
Asia,China,Beijing Beijing,545110,20-02-2020,1.3,8,-2,-,82,0,3.4,4.8,10.7,19.1,,,,
Asia,China,Beijing Beijing,545110,21-02-2020,4.4,12,-2,-,35,0,8.4,16.7,39.6,50.4,,,,
Asia,China,Beijing Beijing,545110,22-02-2020,3.4,11,-4,-,30,0,10.8,11.3,25.2,40.7,,,,
Asia,China,Beijing Beijing,545110,23-02-2020,3.2,10.3,-3,-,50,0,10.1,5,10.7,-,,,,
Asia,China,Beijing Beijing,545110,24-02-2020,5.9,10.3,-1.4,-,48,0,10,5.9,18,25.6,,,,
Asia,China,Beijing Beijing,545110,25-02-2020,6.1,11,-1,-,44,0,10,8.9,18,23.7,,,,
Asia,China,Beijing Beijing,545110,26-02-2020,4.2,9.9,-1,-,48,0,10.3,9.1,18,25.9,,,,
Asia,China,Beijing Beijing,545110,27-02-2020,2.3,8.5,-4,-,47,0,10.8,9.3,21.7,29.1,,,,
Asia,China,Beijing Beijing,545110,28-02-2020,3.9,9,-2.7,-,62,0,8.5,6.7,18,20.6,,,,
Asia,China,Beijing Beijing,545110,29-02-2020,2.8,8.3,-0.9,-,97,2.79,2.3,5.2,10.7,-,o,,,o
Asia,China,Chongqing Chongqing Shapingba,575160,01-01-2020,10.7,13.3,9,1022.8,69,0,6.9,6.7,10.7,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,02-01-2020,11,13.4,9,1025.3,71,0,4.3,3.3,7.2,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,03-01-2020,11.6,14.9,8,1025,70,0,4.5,5.2,10.7,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,04-01-2020,10.2,14.9,8,1018.6,83,1.02,2.9,7.6,21.7,22.2,o,,,o
Asia,China,Chongqing Chongqing Shapingba,575160,05-01-2020,9.8,12.3,9,1016,93,2.54,3.7,5.2,10.7,-,o,,,o
Asia,China,Chongqing Chongqing Shapingba,575160,06-01-2020,9.2,11.5,6,1017.4,87,1.52,5.8,8.3,14.4,21.9,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,07-01-2020,10.3,14.5,6,1021.4,65,0,8.9,9.3,18,21.7,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,08-01-2020,8.4,14.5,6.9,1019.2,89,3.05,4.2,6.1,10.7,-,o,,,o
Asia,China,Chongqing Chongqing Shapingba,575160,09-01-2020,9.5,12.8,8,1018.8,82,0.51,9.5,8.3,14.4,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,10-01-2020,9.1,12.8,7,1021.1,80,0,8,7.2,14.4,18.7,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,11-01-2020,8.5,13.2,4,1023.3,75,0,7.9,6.9,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,12-01-2020,9.5,15.1,4,1017.7,68,0,8.2,7.2,18,21.7,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,13-01-2020,10.2,15.1,5.9,1018.5,70,0,7.2,7.6,14.4,19.1,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,14-01-2020,8.8,12.8,7,1018.4,71,0,9,9.8,18,20.2,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,15-01-2020,8.3,10.6,7,1020.9,75,0,10,7.6,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,16-01-2020,8.3,10.7,5,1025.3,81,0,7.1,6.3,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,17-01-2020,8.9,12.1,7,1023.5,74,0,8.2,8.9,18,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,18-01-2020,7.9,12.1,5,1024.6,79,0,5.8,3.9,14.4,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,19-01-2020,8.1,13.9,5,1024.2,74,0,5.5,7.2,14.4,-,,,,o
Asia,China,Chongqing Chongqing Shapingba,575160,20-01-2020,9.7,13.9,5.3,1020.7,68,0,6.1,9.4,21.7,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,21-01-2020,10.3,13.3,7.8,1018.4,75,0,6,6.3,18,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,22-01-2020,11.1,14,9,1018.5,75,0,4.8,5.9,14.4,18,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,23-01-2020,10.4,14,8,1020.5,81,0,5.6,8.5,18,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,24-01-2020,8.7,13.5,7,1025.2,90,0.76,3.5,7.8,14.4,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,25-01-2020,7.6,11.1,6,1025.7,93,4.57,4.7,7.4,14.4,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,26-01-2020,7.3,11.2,6,1022.1,90,3.56,6,9.1,18,18.3,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,27-01-2020,8.6,12.3,6,1021.2,73,0,10.8,4.8,10.7,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,28-01-2020,8.7,12.6,6,1024.4,71,0,10,5.7,10.7,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,29-01-2020,9.2,15.4,5,1026,69,0,8.2,6.9,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,30-01-2020,8.9,15.4,5,1022.6,79,1.27,6.4,5.2,14.4,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,31-01-2020,8.9,11,6.3,1021.3,86,4.57,5.6,6.3,10.7,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,01-02-2020,8.7,10.7,8,1021.7,84,0,8.2,6.5,14.4,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,02-02-2020,8.6,10.4,8,1025.7,90,0.76,4.5,5.2,10.7,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,03-02-2020,8.4,11,5,1025.2,89,3.05,7.2,6.1,14.4,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,04-02-2020,9.5,13.2,6,1023.3,77,0,9.5,7.2,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,05-02-2020,9.9,13.2,7.1,1018.5,78,0.51,7.6,10.9,18,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,06-02-2020,9.2,12.2,7,1023,92,1.27,5,4.6,10.7,-,o,,,o
Asia,China,Chongqing Chongqing Shapingba,575160,07-02-2020,10.3,13.2,8,1026.4,82,0,9.8,6.9,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,08-02-2020,10.8,13.2,9,1030.2,83,0.51,6.6,3.1,7.2,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,09-02-2020,10.8,13.4,9,1027.2,87,0.25,4,5.7,10.7,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,10-02-2020,11.3,13.9,9,1020.1,81,0,5.5,5.6,10.7,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,11-02-2020,11.2,16.3,7,1018.9,78,0,5.5,5.4,10.7,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,12-02-2020,13.1,19,7,1015.2,70,0,6.8,7.4,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,13-02-2020,14.4,19.8,7.6,1009.8,66,0,7.4,8.1,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,14-02-2020,13.8,19.9,6,1012.8,63,0,7.2,11.7,18,41.3,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,15-02-2020,4.4,19.9,3,1031.7,81,2.29,11.9,8.9,20.9,46.9,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,16-02-2020,8.3,13.6,2,1031.8,51,0,12.4,5.9,10.7,19.4,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,17-02-2020,9.7,14,4,1031.9,53,0,10.6,3.9,7.2,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,18-02-2020,9.1,14,6.3,1026.6,66,1.02,7.6,7.2,14.4,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,19-02-2020,9.2,13.5,6,1023.7,71,0.51,5.8,8.7,18,19.8,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,20-02-2020,9,13.5,7.8,1027.9,81,0,4.3,4.8,7.2,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,21-02-2020,10.6,13.2,8,1031.8,81,0,3.5,7.2,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,22-02-2020,11.6,13.4,9.3,1028.5,77,0,5.5,3.9,10.7,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,23-02-2020,10.7,13.4,10,1019.7,91,2.29,1.6,5,14.4,-,o,,,o
Asia,China,Chongqing Chongqing Shapingba,575160,24-02-2020,11.5,13.6,10,1016.9,91,0.76,3.4,4.6,10.7,-,o,,,o
Asia,China,Chongqing Chongqing Shapingba,575160,25-02-2020,12.2,16.3,9,1017.8,85,0,4.7,6.9,14.4,-,,,,
Asia,China,Chongqing Chongqing Shapingba,575160,26-02-2020,13.3,16.3,10.9,1017.7,84,0.76,6.1,6.3,21.7,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,27-02-2020,13.1,15.8,11.6,1014.9,94,1.52,2.7,4.6,10.7,-,o,,,o
Asia,China,Chongqing Chongqing Shapingba,575160,28-02-2020,13.3,18.2,9,1015.3,84,0,9.5,5.9,10.7,-,o,,,
Asia,China,Chongqing Chongqing Shapingba,575160,29-02-2020,13.5,18.7,9,1014.5,82,0,7.2,6.9,14.4,19.1,,,,
Asia,China,Chongqing Youyang,576330,01-01-2020,3.6,5.1,1.4,1026.5,95,0.51,3.2,5.9,10.7,21.3,o,,,
Asia,China,Chongqing Youyang,576330,02-01-2020,5.4,6.6,1.9,1027,93,0.76,14.8,6.3,10.7,-,o,,,
Asia,China,Chongqing Youyang,576330,03-01-2020,4.9,6.6,4.2,1027.4,93,0.51,13.5,4.6,7.2,-,,,,
Asia,China,Chongqing Youyang,576330,04-01-2020,4.9,5.6,4.2,1022.7,93,1.52,17.4,8.5,11.9,26.3,o,,,o
Asia,China,Chongqing Youyang,576330,05-01-2020,5.4,6.4,4.3,1018,97,0.25,21.6,13,16.9,28.7,o,,,
Asia,China,Chongqing Youyang,576330,06-01-2020,6.5,7.6,4.4,1016.8,96,44.7,12.6,10,18,40.9,o,,,o
Asia,China,Chongqing Youyang,576330,07-01-2020,7.8,13.6,4.2,1022.6,82,0,20.6,10,17.6,32,o,,,
Asia,China,Chongqing Youyang,576330,08-01-2020,2.3,13.6,1.2,1022.8,94,8.64,10.3,8.3,13.3,32,o,,,
Asia,China,Chongqing Youyang,576330,09-01-2020,2,3.5,1.3,1022.5,94,1.78,13.2,6.9,11.9,22.2,o,,,
Asia,China,Chongqing Youyang,576330,10-01-2020,1.6,3.1,1.1,1024.2,92,1.52,19.5,5.4,9.6,19.4,o,,,
Asia,China,Chongqing Youyang,576330,11-01-2020,3.2,5.2,1.1,1026.2,88,0.25,19.8,6.9,10.7,-,,,,
Asia,China,Chongqing Youyang,576330,12-01-2020,4.6,10.7,1.1,1021.1,76,0,17.2,9.1,10.7,23.3,,,,
Asia,China,Chongqing Youyang,576330,13-01-2020,2.8,10.7,1.1,1023.4,86,0,8.2,6.9,9.6,21.3,o,,,
